이름,위도,경도,시도명,시군구명,읍면동명,리명,번지,도로명,도로명상세,주차가능여부,숙박업분류,카테고리명,10대,20대,30대,40대,50대,60+대,숙박유형
호텔J7,35.15239458,129.0570356,부산광역시,부산진구,부전동,,522-26,부전로20번길,10,N,,숙박/휴양,94,390,298,496,289,93,호텔
모텔오투,35.15331752,129.0571502,부산광역시,부산진구,부전동,,522-43,부전로20번길,11902,Y,,숙박/휴양,217,500,457,326,323,140,모텔
시티호텔지앤지,35.15359537,129.0568996,부산광역시,부산진구,부전동,,521-17,부전로20번길,36,Y,,숙박/휴양,211,345,326,356,238,102,호텔
ON모텔,35.15356497,129.0565007,부산광역시,부산진구,부전동,,524-49,부전로20번길,35,Y,,숙박/휴양,67,453,449,430,165,44,모텔
필 모텔,35.15316477,129.0569413,부산광역시,부산진구,부전동,,522-48,부전로20번길,26,N,,숙박/휴양,105,461,409,363,328,77,모텔
Y모텔,35.15242629,129.056806,부산광역시,부산진구,부전동,,523-2,부전로20번길,9,N,,숙박/휴양,132,346,320,179,157,51,모텔
아바모텔,35.15386379,129.0571096,부산광역시,부산진구,부전동,,521-13,부전로20번길,14793,Y,,숙박/휴양,188,497,442,360,287,30,모텔
하림장모텔,35.15861186,129.0537162,부산광역시,부산진구,부전동,,425-10,부전로95번길,17,N,,숙박/휴양,306,426,407,366,318,293,모텔
세운장,35.15879499,129.056335,부산광역시,부산진구,부전동,,474-92,부전로96번길,29,,,숙박/휴양,208,399,285,272,221,145,모텔
뉴부산장여관,35.15843714,129.056426,부산광역시,부산진구,부전동,,477-22,부전로96번길,12632,N,,숙박/휴양,68,473,248,77,74,34,모텔
